Run ID,Total Ticks,Timestamp,Red Policy (G1/X1/G2/X2/G3/X3/X4),Blue Policy (G1/X1/G2/X2/G3/X3/X4),Num Ticks
0,641,1513429434888,60,5,80,5,200,5,4,60,5,160,5,200,10,20,641
1,650,1513429434945,60,5,80,5,200,5,4,60,5,160,5,200,10,20,650
2,160,1513429434974,60,5,80,5,200,5,4,60,5,160,5,200,10,20,160
3,188,1513429435023,60,5,80,5,200,5,4,60,5,160,5,200,10,20,188
5,113,1513429435079,60,5,80,5,200,5,4,60,5,160,5,200,10,20,113
6,112,1513429435102,60,5,80,5,200,5,4,60,5,160,5,200,10,20,112
7,108,1513429435120,60,5,80,5,200,5,4,60,5,160,5,200,10,20,108
11,516,1513429435191,60,5,80,5,200,5,8,180,5,240,5,400,5,8,516
12,407,1513429435199,60,5,80,5,200,5,8,180,5,240,5,400,5,8,407
14,264,1513429435225,60,5,80,5,200,5,8,180,5,240,5,400,5,8,264
16,299,1513429435238,60,5,80,5,200,5,8,180,5,240,5,400,5,8,299
19,583,1513429435265,60,5,80,5,200,5,12,180,10,240,10,600,5,12,583
20,540,1513429435281,60,5,80,5,200,5,12,180,10,240,10,600,5,12,540
21,454,1513429435310,60,5,80,5,200,5,12,180,10,240,10,600,5,12,454
25,285,1513429435336,60,5,80,5,200,5,12,180,10,240,10,600,5,12,285
26,326,1513429435348,60,5,80,5,200,5,12,180,10,240,10,600,5,12,326
28,592,1513429435383,60,5,80,5,200,5,16,60,10,160,5,200,10,20,592
29,459,1513429435396,60,5,80,5,200,5,16,60,10,160,5,200,10,20,459
31,280,1513429435420,60,5,80,5,200,5,16,60,10,160,5,200,10,20,280
32,243,1513429435434,60,5,80,5,200,5,16,60,10,160,5,200,10,20,243
33,137,1513429435462,60,5,80,5,200,5,16,60,10,160,5,200,10,20,137
34,277,1513429435469,60,5,80,5,200,5,16,60,10,160,5,200,10,20,277
35,148,1513429435477,60,5,80,5,200,5,16,60,10,160,5,200,10,20,148
36,197,1513429435486,60,5,80,5,200,5,20,120,15,160,15,400,15,8,197
37,284,1513429435502,60,5,80,5,200,5,20,120,15,160,15,400,15,8,284
38,306,1513429435512,60,5,80,5,200,5,20,120,15,160,15,400,15,8,306
39,241,1513429435524,60,5,80,5,200,5,20,120,15,160,15,400,15,8,241
40,418,1513429435537,60,5,80,5,200,5,20,120,15,160,15,400,15,8,418
41,229,1513429435544,60,5,80,5,200,5,20,120,15,160,15,400,15,8,229
42,160,1513429435555,60,5,80,5,200,5,20,120,15,160,15,400,15,8,160
43,184,1513429435562,60,5,80,5,200,5,20,120,15,160,15,400,15,8,184
44,178,1513429435572,60,5,80,5,200,5,20,120,15,160,15,400,15,8,178
45,179,1513429435580,60,5,80,5,200,10,4,180,15,240,15,600,10,12,179
46,243,1513429435593,60,5,80,5,200,10,4,180,15,240,15,600,10,12,243
47,256,1513429435609,60,5,80,5,200,10,4,180,15,240,15,600,10,12,256
49,220,1513429435633,60,5,80,5,200,10,4,180,15,240,15,600,10,12,220
50,167,1513429435693,60,5,80,5,200,10,4,180,15,240,15,600,10,12,167
52,221,1513429435707,60,5,80,5,200,10,4,180,15,240,15,600,10,12,221
55,279,1513429435723,60,5,80,5,200,10,8,180,5,80,10,400,15,8,279
61,197,1513429435785,60,5,80,5,200,10,8,180,5,80,10,400,15,8,197
64,236,1513429435804,60,5,80,5,200,10,12,120,10,160,5,200,15,20,236
66,212,1513429435816,60,5,80,5,200,10,12,120,10,160,5,200,15,20,212
67,217,1513429435824,60,5,80,5,200,10,12,120,10,160,5,200,15,20,217
69,134,1513429435849,60,5,80,5,200,10,12,120,10,160,5,200,15,20,134
71,139,1513429435875,60,5,80,5,200,10,12,120,10,160,5,200,15,20,139
72,115,1513429435881,60,5,80,5,200,10,16,60,5,80,15,600,15,12,115
78,141,1513429435918,60,5,80,5,200,10,16,60,5,80,15,600,15,12,141
81,135,1513429435937,60,5,80,5,200,10,20,120,5,80,5,600,15,12,135
82,177,1513429435940,60,5,80,5,200,10,20,120,5,80,5,600,15,12,177
83,208,1513429435948,60,5,80,5,200,10,20,120,5,80,5,600,15,12,208
93,174,1513429436012,60,5,80,5,200,15,4,180,10,160,5,400,10,12,174
96,139,1513429436041,60,5,80,5,200,15,4,180,10,160,5,400,10,12,139
97,150,1513429436046,60,5,80,5,200,15,4,180,10,160,5,400,10,12,150
107,142,1513429436142,60,5,80,5,200,15,8,120,5,240,10,400,15,8,142
108,125,1513429436145,60,5,80,5,200,15,12,120,10,160,10,400,15,12,125
