Run ID,Total Ticks,Timestamp,Red Policy (G1/X1/G2/X2/G3/X3/X4),Blue Policy (G1/X1/G2/X2/G3/X3/X4),Num Ticks
0,536,1513430223477,60,5,80,5,200,5,4,60,5,160,5,600,10,20,536
1,672,1513430223533,60,5,80,5,200,5,4,60,5,160,5,600,10,20,672
2,180,1513430223555,60,5,80,5,200,5,4,60,5,160,5,600,10,20,180
3,233,1513430223584,60,5,80,5,200,5,4,60,5,160,5,600,10,20,233
4,515,1513430223624,60,5,80,5,200,5,4,60,5,160,5,600,10,20,515
5,115,1513430223638,60,5,80,5,200,5,4,60,5,160,5,600,10,20,115
8,362,1513430223729,60,5,80,5,200,5,8,180,15,240,5,200,15,20,362
12,607,1513430223779,60,5,80,5,200,5,12,120,5,160,5,200,5,16,607
13,439,1513430223788,60,5,80,5,200,5,12,120,5,160,5,200,5,16,439
14,288,1513430223796,60,5,80,5,200,5,12,120,5,160,5,200,5,16,288
16,370,1513430223846,60,5,80,5,200,5,12,120,5,160,5,200,5,16,370
27,210,1513430223976,60,5,80,5,200,5,20,120,15,80,15,400,10,20,210
31,282,1513430224011,60,5,80,5,200,10,4,60,15,160,5,200,15,8,282
32,229,1513430224018,60,5,80,5,200,10,4,60,15,160,5,200,15,8,229
33,198,1513430224033,60,5,80,5,200,10,4,60,15,160,5,200,15,8,198
37,270,1513430224070,60,5,80,5,200,10,8,120,15,240,10,600,5,4,270
39,254,1513430224100,60,5,80,5,200,10,8,120,15,240,10,600,5,4,254
40,247,1513430224113,60,5,80,5,200,10,8,120,15,240,10,600,5,4,247
42,141,1513430224141,60,5,80,5,200,10,12,180,15,160,10,400,5,4,141
43,170,1513430224147,60,5,80,5,200,10,12,180,15,160,10,400,5,4,170
45,220,1513430224168,60,5,80,5,200,10,12,180,15,160,10,400,5,4,220
46,194,1513430224171,60,5,80,5,200,10,12,180,15,160,10,400,5,4,194
47,218,1513430224175,60,5,80,5,200,10,12,180,15,160,10,400,5,4,218
49,211,1513430224197,60,5,80,5,200,10,16,180,5,240,15,200,5,4,211
53,198,1513430224231,60,5,80,5,200,10,16,180,5,240,15,200,5,4,198
55,200,1513430224255,60,5,80,5,200,10,20,180,10,240,10,400,5,20,200
57,208,1513430224299,60,5,80,5,200,10,20,180,10,240,10,400,5,20,208
58,191,1513430224307,60,5,80,5,200,10,20,180,10,240,10,400,5,20,191
59,173,1513430224314,60,5,80,5,200,10,20,180,10,240,10,400,5,20,173
60,233,1513430224319,60,5,80,5,200,15,4,180,15,240,10,600,5,12,233
61,270,1513430224325,60,5,80,5,200,15,4,180,15,240,10,600,5,12,270
62,178,1513430224333,60,5,80,5,200,15,4,180,15,240,10,600,5,12,178
63,142,1513430224341,60,5,80,5,200,15,4,180,15,240,10,600,5,12,142
64,199,1513430224350,60,5,80,5,200,15,4,180,15,240,10,600,5,12,199
65,151,1513430224357,60,5,80,5,200,15,4,180,15,240,10,600,5,12,151
66,236,1513430224367,60,5,80,5,200,15,8,60,10,240,5,400,5,20,236
68,114,1513430224375,60,5,80,5,200,15,8,60,10,240,5,400,5,20,114
69,206,1513430224383,60,5,80,5,200,15,8,60,10,240,5,400,5,20,206
71,146,1513430224393,60,5,80,5,200,15,8,60,10,240,5,400,5,20,146
72,139,1513430224397,60,5,80,5,200,15,12,60,5,240,10,400,15,4,139
74,145,1513430224405,60,5,80,5,200,15,12,60,5,240,10,400,15,4,145
75,107,1513430224411,60,5,80,5,200,15,12,60,5,240,10,400,15,4,107
76,125,1513430224415,60,5,80,5,200,15,12,60,5,240,10,400,15,4,125
77,127,1513430224418,60,5,80,5,200,15,12,60,5,240,10,400,15,4,127
78,150,1513430224421,60,5,80,5,200,15,16,180,5,80,15,200,5,16,150
79,201,1513430224461,60,5,80,5,200,15,16,180,5,80,15,200,5,16,201
80,179,1513430224467,60,5,80,5,200,15,16,180,5,80,15,200,5,16,179
83,133,1513430224492,60,5,80,5,200,15,16,180,5,80,15,200,5,16,133
85,184,1513430224508,60,5,80,5,200,15,20,60,5,240,10,200,15,4,184
87,149,1513430224519,60,5,80,5,200,15,20,60,5,240,10,200,15,4,149
88,160,1513430224524,60,5,80,5,200,15,20,60,5,240,10,200,15,4,160
89,190,1513430224531,60,5,80,5,200,15,20,60,5,240,10,200,15,4,190
90,116,1513430224535,60,5,80,10,200,5,4,180,10,160,5,400,5,4,116
91,157,1513430224539,60,5,80,10,200,5,4,180,10,160,5,400,5,4,157
92,152,1513430224547,60,5,80,10,200,5,4,180,10,160,5,400,5,4,152
94,123,1513430224565,60,5,80,10,200,5,4,180,10,160,5,400,5,4,123
95,119,1513430224573,60,5,80,10,200,5,4,180,10,160,5,400,5,4,119
